Name,Assembly,Annotation,Reads,popppunk_cluster,ST,Pathotype,Country,Continent,Isolation,Publication
esc_sa2231aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR7186905_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7186905_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7186905_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7186905_trimmed_2.fastq.gz,28,10,nd,united kingdom,Europe,human,public health england
esc_sa5289aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR7282618_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7282618_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7282618_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7282618_trimmed_2.fastq.gz,28,10~,nd,united kingdom,Europe,human,public health england
esc_ga8869aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/assembly/SRR3574307_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR3574307_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR3574307_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR3574307_trimmed_1.fastq.gz,28,10,nd,united kingdom,Europe,human,public health england
esc_sa6796aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7367428_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7367428_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7367428_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7367428_trimmed_1.fastq.gz,28,10,nd,united kingdom,Europe,human,public health england
esc_sa5808aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR7286169_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7286169_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7286169_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7286169_trimmed_1.fastq.gz,28,10,nd,united kingdom,Europe,human,public health england
esc_ca2077aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca2077aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca2077aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ca2077aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ca2077aa_as_1.fastq,29,144,nd,denmark,Europe,blood,broad institute
11658_3#19,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_3#19.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_3#19.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11658_3#19_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11658_3#19_2.fastq.gz,29,5346,expec,united kingdom,Europe,blood,kallonen2017_bsac
esc_ba7078aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ba7078aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ba7078aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ba7078aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ba7078aa_as_1.fastq,29,703,nd,denmark,Europe,urine,broad institute
esc_ia1450aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR4184719_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR4184719_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR4184719_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR4184719_trimmed_2.fastq.gz,29,144,nd,united kingdom,Europe,human,public health england
11658_3#92,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_3#92.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_3#92.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11658_3#92_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11658_3#92_1.fastq.gz,29,144,expec,united kingdom,Europe,blood,kallonen2017_bsac
11679_5#1,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#1.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#1.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11679_5#1_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11679_5#1_2.fastq.gz,29,144,expec,united kingdom,Europe,blood,kallonen2017_bsac
12045_3#62,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/12045_3#62.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/12045_3#62.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/12045_3#62_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/12045_3#62_2.fastq.gz,29,144,expec,united kingdom,Europe,blood,kallonen2017_bsac
11658_4#75,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_4#75.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_4#75.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11658_4#75_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11658_4#75_1.fastq.gz,29,144,expec,united kingdom,Europe,blood,kallonen2017_bsac
esc_ba9223aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ba9223aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ba9223aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ba9223aa_as_1.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ba9223aa_as_2.fastq,29,144,nd,denmark,Europe,blood,broad institute
9803_5#7,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#7.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#7.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/reads/9803_5#7_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/reads/9803_5#7_1.fastq.gz,30,245,nd,nd,nd,nd,baker2015_murray
9803_5#75,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#75.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#75.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/reads/9803_5#75_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/reads/9803_5#75_1.fastq.gz,30,1024,nd,nd,nd,nd,baker2015_murray
9803_5#72,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#72.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#72.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/reads/9803_5#72_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/reads/9803_5#72_2.fastq.gz,30,631,nd,nd,nd,nd,baker2015_murray
esc_ga9425aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/assembly/SRR3579369_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR3579369_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR3579369_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR3579369_trimmed_1.fastq.gz,30,1753,nd,united kingdom,Europe,human,public health england
9471_7#79,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9471_7#79.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9471_7#79.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/reads/9471_7#79_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/reads/9471_7#79_2.fastq.gz,30,5233,nd,nd,nd,nd,baker2015_murray
9803_5#79,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#79.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#79.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/reads/9803_5#79_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/reads/9803_5#79_1.fastq.gz,30,1024,nd,nd,nd,nd,baker2015_murray
9803_5#18,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#18.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#18.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/reads/9803_5#18_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/reads/9803_5#18_2.fastq.gz,30,631,nd,nd,nd,nd,baker2015_murray
8939_4#82,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/8939_4#82.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/8939_4#82.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/reads/8939_4#82_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/reads/8939_4#82_2.fastq.gz,30,1024,nd,nd,nd,nd,baker2015_murray
9471_7#44,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9471_7#44.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9471_7#44.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/reads/9471_7#44_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/reads/9471_7#44_2.fastq.gz,30,245,nd,nd,nd,nd,baker2015_murray
8939_4#50,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/8939_4#50.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/8939_4#50.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/reads/8939_4#50_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/reads/8939_4#50_2.fastq.gz,30,1024,nd,nd,nd,nd,baker2015_murray
9803_5#45,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#45.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#45.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/reads/9803_5#45_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/reads/9803_5#45_1.fastq.gz,30,245,nd,nd,nd,nd,baker2015_murray
9803_5#19,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#19.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#19.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/reads/9803_5#19_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/reads/9803_5#19_1.fastq.gz,30,245,nd,nd,nd,nd,baker2015_murray
11658_4#73,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_4#73.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_4#73.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11658_4#73_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11658_4#73_2.fastq.gz,31,62,expec,united kingdom,Europe,blood,kallonen2017_bsac
11679_8#34,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#34.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#34.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11679_8#34_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11679_8#34_1.fastq.gz,31,1810,expec,united kingdom,Europe,blood,kallonen2017_bsac
11679_5#63,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#63.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#63.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11679_5#63_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11679_5#63_2.fastq.gz,31,62,expec,united kingdom,Europe,blood,kallonen2017_bsac
11658_8#70,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_8#70.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_8#70.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11658_8#70_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11658_8#70_1.fastq.gz,31,62,expec,united kingdom,Europe,blood,kallonen2017_bsac
esc_ia2236aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ia2236aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ia2236aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ia2236aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ia2236aa_as_1.fastq,31,62,nd,united states,North America,blood,fda center for food safety and applied nutrition
esc_ga9238aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/assembly/SRR3578769_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/annot/SRR3578769_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/reads/SRR3578769_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/reads/SRR3578769_trimmed_2.fastq.gz,31,62,nd,united kingdom,Europe,human,public health england
45076_c01,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/nctc/complete/45076_C01_contigs_pacbio.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/nctc/annotation/45076_C01_contigs_pacbio.fa.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/nctc/reads/45076_C01.fastq.gz,31,62,nd,united kingdom,Europe,nd,nctc
11679_8#56,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#56.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_8#56.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11679_8#56_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11679_8#56_1.fastq.gz,31,62,expec,united kingdom,Europe,blood,kallonen2017_bsac
11658_5#8,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_5#8.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_5#8.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11658_5#8_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/reads/11658_5#8_1.fastq.gz,31,62,expec,united kingdom,Europe,blood,kallonen2017_bsac
esc_ga9413aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ga9413aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ga9413aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR3579204_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR3579204_trimmed_2.fastq.gz,32,200,nd,united kingdom,Europe,human,public health england
esc_ma8891aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ma8891aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ma8891aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR5470265_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR5470265_trimmed_2.fastq.gz,32,200,nd,united kingdom,Europe,human,public health england
esc_sa4304aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7250979_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7250979_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7250979_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7250979_trimmed_1.fastq.gz,32,200,nd,united kingdom,Europe,human,public health england
esc_ja4526aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja4526aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja4526aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR4787298_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR4787298_trimmed_1.fastq.gz,32,200,nd,united kingdom,Europe,human,public health england
esc_sa7799aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/assembly/SRR7456565_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7456565_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR7456565_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR7456565_trimmed_2.fastq.gz,32,200,nd,united kingdom,Europe,human,public health england
esc_sa6830aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR7367551_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7367551_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7367551_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7367551_trimmed_2.fastq.gz,32,200,nd,united kingdom,Europe,human,public health england
esc_ma8941aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5470233_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR5470233_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR5470233_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR5470233_trimmed_2.fastq.gz,32,200,nd,united kingdom,Europe,human,public health england
esc_sa6169aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR7291594_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7291594_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7291594_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7291594_trimmed_1.fastq.gz,32,200,nd,united kingdom,Europe,human,public health england
srs3532449,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/assembly/SRR7505775_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7505775_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR7505775_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR7505775_trimmed_1.fastq.gz,32,200,nd,united kingdom,Europe,nd,phe
esc_ga8842aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/assembly/SRR3574280_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR3574280_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR3574280_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR3574280_trimmed_1.fastq.gz,32,200,nd,united kingdom,Europe,human,public health england
esc_sa6741aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR7367225_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7367225_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7367225_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7367225_trimmed_1.fastq.gz,32,200,nd,united kingdom,Europe,human,public health england
7521_4#69,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/etec/complete/7521_4#69.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/etec/annotation/7521_4#69.contigs_velvet.fa.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/etec/reads/7521_4#69_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/etec/reads/7521_4#69_1.fastq.gz,32,200,etec,indonesia,Asia,feces,vonmentzer2014
esc_ra2559aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ra2559aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ra2559aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ra2559aa_as_1.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ra2559aa_as_2.fastq,32,200,nd,argentina,South America,feces,fda center for food safety and applied nutrition
